absolute_risk_gap,native_stratum,pair_id,signed_risk_gap_less_safe_minus_safer
0.890625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:18438,0.890625
0.015625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18447,-0.015625
2.078125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18475,2.078125
0.90625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18476,-0.90625
0.3515625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18484,0.3515625
1.03125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18498,1.03125
0.796875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18501,-0.796875
2.25,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18505,2.25
7.46875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18522,7.46875
2.046875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18549,2.046875
4.474609375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:18552,4.474609375
0.25,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18554,-0.25
3.04388427734375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18560,3.04388427734375
2.34765625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18566,2.34765625
1.3046875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:18581,1.3046875
0.484375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18585,0.484375
0.47509765625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:18591,0.47509765625
0.3125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18592,0.3125
0.4375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:18598,0.4375
0.1875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18613,0.1875
6.578125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18619,6.578125
1.171875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18649,1.171875
1.03125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18655,1.03125
0.796875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18661,0.796875
0.203125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18678,-0.203125
10.796875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18698,10.796875
0.1875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18701,0.1875
0.15625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18710,-0.15625
0.15625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18730,0.15625
0.9375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18761,0.9375
1.453125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18767,-1.453125
0.65625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:18788,-0.65625
0.1875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18799,-0.1875
3.20703125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18866,3.20703125
1.03125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18881,1.03125
0.8203125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18896,0.8203125
2.81640625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:18950,2.81640625
2.5,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18951,2.5
1.09375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:18969,1.09375
0.84375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19000,0.84375
1.375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19009,1.375
0.46875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19018,0.46875
2.4140625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19057,2.4140625
2.306640625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19100,2.306640625
1.453125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19179,1.453125
0.3125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19182,0.3125
0.125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19194,-0.125
1.6875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19201,-1.6875
2.265625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19216,-2.265625
0.03125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19228,0.03125
0.625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19242,-0.625
2.71875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19256,-2.71875
1.984375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19290,1.984375
0.671875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19308,-0.671875
4.8203125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19340,4.8203125
1.578125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19391,1.578125
0.390625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19392,0.390625
2.296875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19403,-2.296875
2.078125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19434,2.078125
2.234375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19446,2.234375
3.9375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19449,3.9375
0.046875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19454,-0.046875
0.6640625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19468,-0.6640625
9.90625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19490,9.90625
1.828125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19532,1.828125
0.421875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19538,-0.421875
0.328125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19598,-0.328125
0.0,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19647,0.0
1.482421875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19652,1.482421875
0.71875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19664,0.71875
1.078125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19675,1.078125
1.21875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19676,1.21875
6.203125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19692,6.203125
0.65625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:19693,0.65625
7.96875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19720,7.96875
0.4375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19727,0.4375
1.140625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19772,1.140625
0.265625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19778,-0.265625
0.34375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19801,-0.34375
0.359375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19802,-0.359375
0.40234375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19806,-0.40234375
4.53125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19846,4.53125
1.171875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19849,-1.171875
7.296875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19856,7.296875
1.875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19857,-1.875
0.875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19884,-0.875
5.6424560546875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:19952,-5.6424560546875
5.359375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19972,5.359375
2.09375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:19981,2.09375
1.53125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19984,-1.53125
4.076171875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:19986,4.076171875
5.109375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20044,5.109375
1.0,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20058,1.0
5.484375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20062,5.484375
0.5,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20127,-0.5
0.65625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20161,0.65625
0.375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20178,-0.375
1.875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20250,1.875
1.4609375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20255,1.4609375
0.28125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20256,0.28125
2.9501953125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20278,2.9501953125
3.984375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20280,3.984375
4.15234375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20281,4.15234375
11.0625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20284,11.0625
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20294,0.6875
6.15625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20297,6.15625
0.015625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20305,0.015625
1.75,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20328,-1.75
1.03125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20337,-1.03125
1.5625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20340,1.5625
8.40625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20345,8.40625
0.03125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20355,-0.03125
5.171875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20390,5.171875
0.75,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20422,0.75
1.9375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20454,1.9375
0.40625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20470,-0.40625
8.59375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20477,8.59375
0.125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20500,0.125
5.1796875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20549,5.1796875
1.65625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20586,1.65625
1.046875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20632,1.046875
0.203125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20636,-0.203125
1.671875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20653,1.671875
0.53125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20657,-0.53125
9.0,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20659,9.0
0.5625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20666,0.5625
0.484375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20734,-0.484375
0.359375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20748,-0.359375
2.0625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20771,2.0625
1.59375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20780,-1.59375
7.125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20785,7.125
0.375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20812,0.375
0.3125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20823,-0.3125
0.046875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20831,0.046875
0.15625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20842,0.15625
1.453125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:20950,1.453125
0.748046875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:20961,0.748046875
1.03125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20965,1.03125
9.71875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:20975,9.71875
0.171875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:20979,0.171875
0.125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21049,0.125
0.59375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21077,-0.59375
3.423828125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21112,3.423828125
0.59375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21120,-0.59375
0.109375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21127,0.109375
1.15625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21137,1.15625
6.21875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21153,6.21875
0.546875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21164,-0.546875
1.546875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21174,1.546875
1.484375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21195,1.484375
9.390625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21197,9.390625
3.291015625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21211,-3.291015625
5.03125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21246,5.03125
0.84375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21270,-0.84375
1.859375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21277,-1.859375
1.84375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21284,1.84375
2.521484375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21287,2.521484375
0.015625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21294,-0.015625
0.328125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21319,0.328125
1.828125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21333,1.828125
0.359375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21342,0.359375
1.1875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21350,1.1875
2.984375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21355,2.984375
0.03125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21369,0.03125
3.03125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21391,-3.03125
1.328125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21483,1.328125
0.59375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21485,0.59375
0.1171875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21490,-0.1171875
7.40625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21521,7.40625
5.23828125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21568,5.23828125
3.296875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21592,-3.296875
0.4375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21615,0.4375
6.390625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21700,6.390625
2.25,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21718,2.25
8.78125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21723,8.78125
0.21875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21724,0.21875
0.46875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21740,-0.46875
2.65625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21767,2.65625
1.40625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:21802,1.40625
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21887,-0.6875
0.578125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21909,0.578125
8.078125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21913,8.078125
0.0,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:21921,0.0
0.6171875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21922,0.6171875
5.4609375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21944,5.4609375
1.2734375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:21953,1.2734375
0.71875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21970,0.71875
1.09765625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:21978,1.09765625
0.265625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22011,-0.265625
0.703125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22021,0.703125
0.4375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22035,0.4375
2.302734375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22044,2.302734375
0.59375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22065,-0.59375
0.0625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22146,-0.0625
4.546875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22171,4.546875
0.609375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22207,-0.609375
0.75,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22270,0.75
0.09375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22274,0.09375
0.40625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22307,-0.40625
3.515625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22371,3.515625
0.390625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22395,-0.390625
2.087890625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22426,2.087890625
5.734375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22430,5.734375
8.59375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22432,8.59375
0.0625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22464,-0.0625
1.1484375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22502,-1.1484375
0.328125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22521,-0.328125
0.59375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22522,0.59375
1.109375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22526,1.109375
1.0625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22531,1.0625
0.828125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22535,0.828125
0.828125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22543,0.828125
0.03125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22578,0.03125
3.40869140625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22594,3.40869140625
0.046875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22614,-0.046875
0.421875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22632,-0.421875
0.71875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22639,0.71875
0.859375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22644,-0.859375
2.9375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22672,-2.9375
1.5546875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22680,1.5546875
4.015625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22706,-4.015625
1.484375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22738,-1.484375
1.5,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22739,1.5
0.84375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22751,0.84375
0.4375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22762,-0.4375
2.38671875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22763,2.38671875
0.25,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22769,-0.25
0.359375,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22792,-0.359375
0.9404296875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22810,0.9404296875
2.484375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:22846,2.484375
0.71875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22847,-0.71875
1.578125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22869,1.578125
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:22976,-0.203125
1.0625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:22986,1.0625
1.96875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:22993,1.96875
4.8125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23021,4.8125
0.25,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23024,0.25
0.84375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23086,-0.84375
0.5,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23091,-0.5
2.8984375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23117,-2.8984375
5.53125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23118,5.53125
2.53515625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23180,2.53515625
0.328125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23182,-0.328125
2.53125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23262,2.53125
0.1484375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23363,-0.1484375
2.3125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23373,2.3125
2.55078125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23383,2.55078125
1.0546875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23389,-1.0546875
0.171875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23392,0.171875
2.125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23409,-2.125
6.46875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23415,6.46875
2.875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23419,2.875
0.0625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23455,0.0625
3.4140625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23461,3.4140625
0.34375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23482,0.34375
0.546875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23487,0.546875
0.171875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23514,-0.171875
1.625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23554,-1.625
0.9375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23562,0.9375
0.40625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23611,0.40625
0.9765625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23625,0.9765625
0.46875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23629,0.46875
1.33203125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23632,1.33203125
4.453125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23640,4.453125
4.25,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23645,4.25
0.65625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23672,0.65625
0.4375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23690,-0.4375
1.6962890625,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23693,1.6962890625
0.2578125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23712,0.2578125
5.34375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23715,5.34375
1.3388671875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23733,1.3388671875
0.0625,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23746,-0.0625
8.71875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:23747,8.71875
7.1875,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23785,7.1875
0.09375,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23811,-0.09375
1.9375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23820,-1.9375
0.296875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23837,-0.296875
0.90625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23838,-0.90625
4.495361328125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23850,4.495361328125
0.25,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23881,0.25
0.265625,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23886,0.265625
2.98828125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:23932,2.98828125
1.203125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23939,-1.203125
0.73046875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23978,-0.73046875
0.546875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:23979,0.546875
0.671875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:23989,0.671875
6.28125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:24011,6.28125
0.828125,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:24017,0.828125
2.39306640625,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:24023,2.39306640625
7.578125,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:24039,7.578125
1.171875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:24058,1.171875
0.3125,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:24070,0.3125
12.375,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:24091,12.375
1.046875,L2_category_difference_tied_safety_and_severity,Alpaca2-7B-train.jsonl:24095,1.046875
0.046875,L3_severity_difference_same_safety_state,Alpaca2-7B-train.jsonl:24109,-0.046875
0.109375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:24131,-0.109375
6.296875,L4_safety_boundary_difference,Alpaca2-7B-train.jsonl:24135,6.296875
0.03125,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:24168,-0.03125
2.3359375,L1_no_recorded_safety_field_difference,Alpaca2-7B-train.jsonl:24175,2.3359375
